!GEAR.DAT - Gear data file - JW 960204 (Update from PM 960201)
!-------------------------------------------------------------
!A Few Notes:
!This file is an update of Paolo's Gear.Dat file, to include nearly all gear and
!other stuff I could find in various sourcebooks, both FASA-published and from
!the net. A small number of things are still omitted mainly because I just couldn't
!get myself to do absolutely _everything_ :) I added another category to the
!firearms, to show which accessories are included off-the-shelf with each weapon.
!Also, the cyberdecks and related equipment have *not* been updated to VR 2.0
!standards (yet).
!                                                                       -Gurth
! Types:
!-------
0-1|Edged weapon|7|Concealability|Reach|Damage|Weight|Availability|$Cost|Street Index|
0-2|Bow and crossbow|7|Concealability|Str.Min.|Damage|Weight|Availability|$Cost|Street Index|
0-3|Firearms|9|Concealability|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|Accessories|
0-4|Rockets and Missiles|6|Intelligence|Damage|Weight|Availability|$Cost|Street Index|
0-5|Ammunition|6|Concealability|Damage|Weight|Availability|$Cost|Street Index|
0-6|Firearms Accessories|7|Mount|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-7|Explosives|6|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-8|Clothing and Armor|7|Concealability|Ballistic|Impact|Weight|Availability|$Cost|Street Index|
0-9|S+S Vision Enhancers|6|Concealability|Magnification|Weight|Availability|$Cost|Street Index|
0-10|Surveillance and Security|5|Concealability|Weight|Availability|$Cost|Street Index|
0-11|Cyberdecks|9|Persona|Hardening|Memory|Storage|Load|I/O|Availability|$Cost|Street Index|
0-12|Cyberdeck Other|3|Availability|$Cost|Street Index|
0-13|Biotech|5|Rating|Availability|Weight|$Cost|Street Index|
0-14|Lifestyle|5|Concealability|Weight|Availability|$Cost|Street Index|
0-15|Magical Equipment|3|Availability|$Cost|Street Index|
0-16|Extras|1|$Cost|
0-17|Cars|9|Handling|Speed|Body|Armor|Sig|Apilot|Availability|$Cost|Street Index|
0-18|Vehiclegear|3|Availability|$Cost|Street Index|
0-19|VehicleFire|8|Type|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|
0-20|Chips|6|Type|Rating|Memory|Availability|$Cost|Street Index|
0-21|Stuff With Ratings|6|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-22|Drugs|6|Addiction|Tolerance|Strength|Availability|$Cost|Street Index|
0-23|Vehicle modifications|3|$Cost|Equipment|CF|
!--------------------------------------------------------------------------------
!   1234567890123456789012345678901234567890123
1-Weapons
2-Melee weapons
3-Edged weapons
4-* Ares Monosword                 1|3|1|(STR+3)M|2|4/24hrs|1000|1|
3-* Piper Montebank                17|2|300/500|3|0|3|2|5/2days|50000|2|
2-Rotorcraft
3-* Airbus AH 510                  17|5|160/250|6|1|4|3|75/37days|750000|2|
3-* Augusta-Cierva Plutocrat       17|4|200/450|4|3|4|4|95/47days|950000|2|
3-* Ares Dragon                    17|5/7|140/320|6|0|3|3|60/30days|600000|2|
3-* Ares TR-55C Cargoliner         17|5|170/350|4|9|3|3|55/55days|550000|2|
3-* Ares TR-55E Executive          17|5|170/350|3|0|3|3|65/65days|650000|2|
3-* Ares TR-55T Traveler           17|5|170/350|3|0|3|3|50/25days|500000|2|
3-* Bell Boeing V-22B Osprey       17|5|170/510|4|0|3|3|90/45days|900000|2|
3-* Bell F-152 Aerogyro            17|4|160/480|2|0|4|1|30/15days|300000|2|
3-* Bell Spy-Eye 18                17|2|185/370|3|1|4|2|50/25days|500000|2|
3-* Dornier Intercity              17|3|120/200|4|3|4|2|28/14days|280000|2|
3-* Federated Boeing Commuter      17|5|140/320|3|0|3|3|6/3days|625000|2|
3-* Hughes Aerospace Airstar       17|4|190/260|4|6|3|4|90/45days|900000|2|
3-* Hughes WK-2 Stallion           17|5|170/250|4|0|4|3|30/15days|300000|2|
3-* Hyundai Minicopter             17|4|70/160|1|1|2|1|15/7days|155000|2|
3-* Messerschmitt Grashüpfer       17|3|90/200|3|0|4|1|17/8days|170000|2|
3-* MK Albatross                   17|5|150/280|7|1|3|3|72/36days|720000|2|
3-* MK Kolibri                     17|4|150/280|4|6|4|2|24/12days|240000|2|
2-Lighter-than-air craft
3-* Airbus AL800                   17|4|80/200|10||5|4|200/100days|2000000|2|
3-* Airship Industries Skyswimmer  17|3|90/180|6|3|8|2|10/5days|100000|2|
3-* Goodyear Commuter-47           17|3|150/300|8|3|8|2|2/1day|225000|2|
3-* India Sky-Barge                17|6|40/80|6|6|7|2|1000/500days|10000000|2|
3-* Luftschiffbau Zeppelin LZ-2049 17|3|100/250|12|6|8|2|9/4days|900000|2|
3-* "Madison Avenue" Blimp         17|6|20/45|5|1|9|3|250/125days|2500000|2|
3-* Sky Queen                      17|5|55/135|10|9|7|4|2000/1000days|20000000|2|
3-* Zeppelin LZ-51/3-mikro         17|3|120/280|6|3|8|2|14/7days|140000|2|
3-* Zeppeling LZ-2040/mi2          17|3|100/200|13|3|6|2|150/75days|1500000|2|
2-Orbitals and semi-ballistics
3-* Arrow HSCT                     17|5|1500/2900|4|3|2|4|1000/500days|10000000|2|
3-* China Clipper Suborbital       17|5|10k/24k|5|6|1|3|1000/500days|100000000|2|
3-* Dynamics SV250 Semiballistic   17|6|10k/29k|5|6|1|4|7500/3750days|750000000|2|
2-Low-altitude vehicles
3-* Family Flier                   17|5|100/200|3|1|0|2|50/25days|500000|2|
3-* Ford Aerodyne Jayhawk          17|(4)/(4/8)/(4)|(140/300)/(30/90)/40/120)|2|0|2/4/3|3|24/18days|400000|4|
3-* Ford LAVT Enforcer             17|(4)/(4/10)/(3)|(160/320)/(30/90)/60/180)|2|3|3/4/4|3|-|800000|-|
3-* Mach                           17|3|265/665|2|1|2|3|130/65days|1300000|2|
3-* Mitsubishi Vector              17|(3)/(4/10)/(3)|(160/320)/(30/90)/(60/180)|2|0|2/4/4|4|26/20days|600000|4|
3-* Swan                           17|5|135/265|3|2|4|3|80/40days|800000|2|
3-* Tetracorp Fei Lien 100         17|4|300/600|2|3|1|3|129/64days|1290000|2|
2-Security and military vehicles
3-Ground vehicles
4-* Arasaka Riot-VIII              17|4/9|55/160|8|3|1|3|250/125days|250000|2|
4-* Ares Citymaster                17|4/10|30/120|4|12|2|3|50/25days|500000|2|
4-* Ares Mobmaster                 17|4/10|30/120|5|15|2|5|365/182days|3650000|2|
4-* Chrysler-Nissan Patrol-One     17|4/8|60/180|3|6|4|3|10/5days|100000|2|
4-* Ferrari Appaloosa Light Scout  17|2/3|100/200|3|9|5|2|100/50days|1000000|2|
4-* General Products COP           17|4/9|30/90|1|3|4|1|2/1day|25000|1|
4-* GMC MPUV                       17|5/3|40/120|2|9|4|0|2/1day|22000|1|
4-* Harley Electraglide-1000       17|3/4|95/285|3|6|2|1|7/3days|75000|2|
4-* LAV-98 "Devil Rat" APC         17|5/3|25/75|3|12|6|2|25/12days|250000|2|
4-* LAV-103 "Striker" Light Tank   17|6/4|25/75|5|15|6|2|48/24days|480000|2|
4-* MAN BGS-TF3                    17|4/6|35/140|4|12|2|3|40/20days|400000|2|
4-* M-62 "Volcano" SAM Launcher    17|3/4|20/55|6|4|5|2|950/475days|9500000|2|
4-* Mercedes PE Kommando           17|3/6|40/200|3|6|3|2|35/17days|350000|2|
4-* Ruhrmetall Wolf II AFV         17|3/4|90/180|4|9|4|2|60/30days|600000|2|
3-Hovercraft
4-* GMC Beachcraft Patroller       17|4|55/165|4|6|5|2|75/37days|750000|2|
4-* GMC-Beachcraft Striker         17|4|80/200|4|6|5|2|500/250days|500000|2|
4-* GMI HovTransport               17|5|65/200|4|4|4|2|720/360days|720000|2|
4-* Ruhrmetall Orkan LK            17|5|60/140|4|12|4|2|80/40days|800000|2|
4-* Sikorsky-Bell "Red Ranger" ACV 17|4/6(3/5)|150/450(30/90)|2|6|3(8)|3|25/12days|250000|2|
3-Boats
4-* Blohm&Voss River Commander     17|4|25/75|6|9|3|3|30/15days|300000|2|
4-* Blohm&Voss Type 1322 Korvette  17|4|40/100|7|12|3|4|1500/750days|15000000|2|
4-* GMC Riverine Assault Model     17|3|30/90|4|6|3|2|12/6days|125000|2|
4-* GMC Riverine Police Model      17|3|30/90|4|6|3|2|12/6days|150000|2|
4-* GMC Riverine Security Model    17|3|30/90|4|6|3|2|12/6days|200000|2|
4-* Surfstar Marine Seacop         17|3|30/90|3|6|3|2|5/2days|50000|1|
4-* Vulkan Typ 224 Jagd-U-Boot     17|5|30/70|7|12|6|2|1600/800days|16000000|2|
3-Winged planes
4-* ATF-37B Thunderhawk            17|3|600/1385|8|2|5|5|1250/625days|12500000|2|
4-* BAC-Dassault-MBB EFA Variants  17|3|950/1900|4|6|4|3|500/250days|5000000|2|
4-* C-60 Titan Medium Transport    17|7|150/350|5|12|4|3|70/35days|700000|2|
4-* CASA J-239 Raven               17|3|200/400|3|0|4|1|17/8days|175000|2|
4-* EFA 50/IV                      17|3|1000/2000|4|9|6|3|1200/600days|12000000|2|
4-* Federated Boeing Eagle         17|3|900/1800|5|12|5|3|5000/2500days|50000000|2|
4-* Fed-Boeing Falcon              17|4|135/400|4|1|4|2|250/125days|2500000|2|
4-* GD Hummingbird                 17|3|400/800|4|2|2|3|150/75days|1500000|2|
4-* GF F-36 Comet                  17|1|830/1860|7|2|5|3|450/225days|4500000|2|
4-* Lockheed-Cessna Pinto          17|3|265/600|6|2|4|2|1050/525days|10500000|2|
4-* McDonnell Douglas C111         17|4|120/275|3|4|3|3|75/37days|750000|2|
4-* MDD F-33 Wasp                  17|2|730/1660|8|2|3|3|350/175days|3500000|2|
4-* Moonlight Aerospace Avenger    17|4|100/200|3|9|8|2|25/12days|250000|2|
4-* Night Glider                   17|3|15/60|1|0|12|1|4/2days|45000|1|
3-Rotorcraft
4-* Aztechnology Aguilar-EX        17|4|280/560|3|6|4(8)|4|260/130days|2600000|2|
4-* Bell UH-10 PAPC                17|5|90/180|8|4|5|4|185/92days|1850000|2|
4-* Mil-62                         17|4|240/480|4|8|4|3|190/95days|1900000|2|
4-* MK Sperber                     17|4|240/430|4|9|4|3|300/150days|3000000|2|
4-* PRC-42B Wasp                   17|3|65/100|1|0|5|0|22/11days|220000|2|
4-* PRC-42F Wasp                   17|2|65/100|2|6|7|0|27/13days|274000|2|
4-* PRC-44B Yellowjacket           17|4|65/100|2|0|5|0|28/14days|280000|2|
4-* PRC-44F Yellowjacket           17|3|65/100|3|9|7|0|39/19days|390000|2|
4-* Sikorsky-Mitsubishi Dragon     17|4|280/560|8|9|2|4|500/250days|5000000|2|
4-* UH-90 Utility/Squad Helicopter 17|4|230/270|4|3|3|3|100/50days|1000000|2|
3-Low-altitude vehicles
4-* AV-3 "Aerocop"                 17|4|330/465|4|2|4|3|150/75days|1500000|2|
4-* AV-4                           17|5|150/450|5|6|3|2|150/75days|1500000|2|
4-* AV-6                           17|5(4/8)|210/630(80/200)|6|9|3(7)|3|350/175days|3500000|2|
4-* AV-9                           17|5|270/530|7|5|2|4|3000/1500days|30000000|2|
4-* Fledermaus PKF-40 Ausf. B      17|3|440/880|3|1|4|4|250/125days|2500000|2|
4-* GMC Banshee LAV                17|3|650/1000|6|18|5|2|1000/500days|10000000|2|
4-* Ruhrmetall Behemoth C² MBT     17|5|60/320|9|24|3|2|800/400days|8000000|2|
!
2-Remotes and drones
3-Airborne
4-* Aerodesign Condor LDSD-23      17|5|20/60|1|0|10|1|2/1day|2500|.75|
4-* Aerodesign Condor II LD SD-41  17|5|30/90|1|3|11|3|4/2days|45000|1|
4-* Ares Guardian                  17|4/5|30/60|4|12|6|3|8/8days|75000|2|
4-* Bell "Bumblebee" Rotorcraft    17|5|80/160|1|1|4|2|2/1day|8000|.75|
4-* CAS Windjina RPV               17|3/5|250/500|5|6|4/8|4|7/3days|75000|2|
4-* GM-Nissan Spotter              17|3|35/100|2|0|3|2|2/1day|12500|1|
4-* GM-Nissan Rotordrone           17|4|35/70|2|0|3|2|2/1day|7500|.75|
4-* Militech RPV-400 Tiltrotor     17|4|140/280|3|3|4|4|15/7days|150000|2|
3-Ground
4-* Arasaka RDAK                   17|4|12/36|1|1|18|1|2/1day|12000|1|
4-* Aztech GCR-23C Crawler         17|4/4|5/15|1|0|4|1|2/1day|1250|.75|
4-* Cyberspace Designs Dalmation   17|3|35/105|2|0|4|2|2/1day|15000|1|
4-* Ferret RPD-VI Perimeter Drone  17|3/5|10/30|1|3|8|3|15/7days|154800|2|
4-* Gaz-Niki GNRD-71 Snooper       17|4/3|25/75|1|0|5|1|2/1day|1750|.75|
4-* GM-Nissan Doberman             17|3/5|35/70|3|6|3|2|2/1day|10000|1|
4-* Mitsubishi "Rover" Wheeled     17|6/9|20/60|2|2|3|1|2/1day|9000|.75|
4-* Sikorsky-Bell Microskimmer     17|5|30/90|2|1|0|1|2/1day|2750|.75|
4-* Steel Lynx Drone               17|4/6|40/80|4|12|5|2|2/1day|15000|1|
3-Rail-mounted
4-* Ares Sentinel P                17|5|10|4|12|6|3|-|60000|-|
!
1-Vehicle Gear
2-Vehicle weapons
3-* Ares Firelance Vehicle Laser   19|Assault|40|SA|15S|48|GM|300000|GM|
3-* Autocannon                     19|Cannon|10(c)|SA|12D|45|GM|12000|GM|
3-* Flechette Gun                  19|MMG|20(c)|SA/FA|9D(f)|45|14/14days|17000|1.5|
3-* Gauss Gun                      19|Cannon|10(c)|SS|11S|135|-|500000|-|
3-* Rocket Launcher                19|Assault|6(b)|SS|(Rocket)|15|GM|15000|GM|
3-* Ruhrmetall GPRL for vehicles   19|Missile|4(m)|SS|(Missile)|10|14/30days|12000|4|
3-* Ruhrmetall SF20 for vehicles   19|HMG|200(beltbox)|BF/FA|10S|16|18/30days|8500|.5|
3-* Twin Laser                     19|Sniper|(Special)|SA|18S|340|-|700000|-|
3-* Vanquisher Minigun             19|HMG|100|FA|10S|45|GM|75000|GM|
3-* Vangeance Minigun              19|HMG|100|FA|9S|30|GM|50000|GM|
3-* Vehicular Shotgun              19|Shotgun|10(c)|SA|9S|8.5|8/72hrs|2500|1.75|
3-* Victory Rotary Assault Cannon  19|Cannon|50|FA|18D|90|GM|90000|GM|
3-* Vigilant Rotary Autocannon     19|Cannon|25|FA|20D|60|GM|125000|GM|
3-* Water Cannon                   19|"Shotgun"|40|"SA"|6M Stun|12|GM|20000|GM|
2-Rigger and vehicle gear
3-Special Gear
4-* Remote Control Gear            18|4/72hrs|2500xBody|2|
4-* Vehicle Control Gear           18|4/7days|2800|2|
4-* Remote Control Deck            18|4/72hrs|2|
3-Vehicle smoke generator
4-* Charges for Smokegen. (6)      18|4/72hrs|700|2|
4-* Charges for Smokegen. (12)     18|4/7days|1000|2|
3-Ablative vehicle armor
4-* Abl. Vehicle Armor Level 1     18|8/14days|700|2|
4-* Abl. Vehicle Armor Level 2     18|12/14days|1600|2|
4-* Abl. Vehicle Armor Level 3     18|14/21days|2500|2|
3-Ares Sentinel weapons pods
4-* Sentinel Pod I                 18|5/1week|3000|2|
4-* Sentinel Pod II                18|6/1week|3500|2|
4-* Sentinel Pod III               18|6/2weeks|5000|2|
4-* Sentinel Pod IV                18|8/2weeks|7500|2|
3-Vehicle modifications
4-Standard accessories
5-* APPS (per seat)                23|2500|Facility|1|
5-* Anti-Theft System Level 1      16|100|
5-* Anti-Theft System Level 2      16|200|
5-* Anti-Theft System Level 3      16|300|
5-* Anti-Theft System Level 4      16|1600|
5-* Anti-Theft System Level 5      16|2000|
5-* Anti-Theft System Level 6      16|2400|
5-* Anti-Theft System Level 7      16|7000|
5-* Anti-Theft System Level 8      16|8000|
5-* Anti-Theft System Level 9      16|9000|
5-* Anti-Theft System Level 10     16|50000|
5-* Autopilot Rating 1             23|BODY x 500|Facility|0|
5-* Autopilot Rating 2             23|BODY x 5000|Facility|0|
5-* Autopilot Rating 3             23|BODY x 10000|Facility|0|
5-* Autopilot Rating 4             23|BODY x 25000|Facility|0|
5-* Bench Seat                     23|750|Shop|5|
5-* Bench Seat, Folding            23|50|Shop|5|
5-* Boat Hull Modification         23|BODY x 500|Facility|0|
5-* Bucket Seat                    23|700|Shop|5|
5-* Bucket Seat, Big               23|750|Shop|6|
5-* Convertible Top                23|2500 + 10% of vehicle|Shop|0|
5-* Crash Cage                     23|3500|Shop|7|
5-* Crash Cage, Big                23|4000|Shop|8|
5-* Datajack Link                  23|2500|Facility|2|
5-* EnviroSeal (Gas)               23|BODY x 250|Facility|1|
5-* EnviroSeal (Water)             23|BODY x 750|Facility|1|
5-* EnviroSeal (Engine)            23|BODY x 1000|Facility|1|
5-* External Luggage/Cargo(per CF) 23|250|Shop|0|
5-* Flotation Package (Aircraft)   23|10% of vehicle cost|Facility|2|
5-* GridLink Power                 23|600|Facility|3|
5-* Headlights, Swivel Mounts      23|1250|Shop|0|
5-* Headlights, Whitelight Lamps   23|500|Shop|0|
5-* Life Support (10 man-hours)    23|1500|Shop|1|
5-* Reinforced Seating             23|250|Shop|1|
5-* Roll Bars                      23|2000|Shop|2|
5-* Secondary Controls             23|400|Facility|2|
5-* Sidecar (Bike Body = 1)        16|1000|
5-* Sidecar (Bike Body = 2)        16|2000|
5-* Sidecar (Bike Body = 3)        16|3500|
5-* SunCell Power                  23|500|Shop|1|
4-Tires (per tire)
5-* Standard Tires                 16|BODY x 50|
5-* Performance Tires              16|BODY x 75|
5-* Off-road Tires                 16|BODY x 125|
5-* Dual-Purpose Tires             16|BODY x 250|
5-* Standard Tires, Runflat        16|BODY x 250|
5-* Performance Tires, Runflat     16|BODY x 275|
5-* Off-road Tires, Runflat        16|BODY x 325|
5-* Dual-Purpose Tires, Runflat    16|BODY x 450|
4-Special accessories
5-* Amphibious Package, Level 1    23|2500|Facility|0|
5-* Amphibious Package, Level 2    23|7500|Facility|2|
5-* Amphibious Package, Level 3    23|15000|Facility|3|
5-* Bucket Seat, Ejection          23|3000|Facility|8|
5-* Drone Rack                     23|BODY x 1000|-|Drone's CF +2|
5-* Integrated Controls            23|1500|Facility|2|
5-* Rigger Control Gear            23|BODY x 2500|Facility|2(6)|
4-Sensors
5-* Vehicle Sensors Level 0        23|0|-|0|
5-* Vehicle Sensors Level 1        23|5000|-|0|
5-* Vehicle Sensors Level 2        23|15000|-|1|
5-* Vehicle Sensors Level 3        23|45000|-|2|
5-* Vehicle Sensors Level 4        23|120000|-|1|
5-* Vehicle Sensors Level 5        23|360000|-|2|
5-* Vehicle Sensors Level 6        23|1250000|-|3|
5-* Vehicle Sensors Level 7        23|3000000|-|4|
4-ECM/ECCM
5-* ECM Level 1                    23|25000|-|1|
5-* ECM Level 2                    23|75000|-|2|
5-* ECM Level 3                    23|225000|-|4|
5-* ECM Level 4                    23|800000|-|2|
5-* ECM Level 5                    23|2400000|-|3|
5-* ECM Level 6                    23|6000000|-|4|
5-* ECCM Level 1                   23|20000|-|2|
5-* ECCM Level 2                   23|70000|-|3|
5-* ECCM Level 3                   23|190000|-|5|
5-* ECCM Level 4                   23|700000|-|3|
5-* ECCM Level 5                   23|2000000|-|4|
5-* ECCM Level 6                   23|5000000|-|5|
4-Weapon mounts
5-* Firmpoint                      23|750|-|1|
5-* Hardpoint, Single Centerline   23|1000|-|2|
5-* Hardpoint, Dual Centerline     23|1750|-|3|
5-* Hardpoint, Wing/Fairing        23|750|-|.5|
5-* External Micro Turret          23|5000|-|2|
5-* External Small Turret          23|7500|-|3|
5-* External Medium Turret         23|15000|-|4|
5-* Pop-Up Remote Micro Turret     23|18000|-|2|
5-* Pop-Up Remote Small Turret     23|27000|-|4|
5-* Pop-Up Remote Medium Turret    23|52500|-|6|
5-* Remote Micro Turret            23|6000|-|1|
5-* Remote Small Turret            23|9000|-|2|
5-* Remote Medium Turret           23|17500|-|3|
5-* Pop-Up Micro Turret            23|15000|-|4|
5-* Pop-Up Small Turret            23|22500|-|6|
5-* Pop-Up Medium Turret           23|45000|-|8|
5-* External Rack Mount(1 missile) 23|1000|-|0|
5-* Pintle Mount                   23|50|-|0|
5-* Ring Mount                     23|1500|-|0|
5-* Ring Mount with Hatch          23|2000|-|0|
5-* Ring Mount, Open-top Variant   23|3000|-|1|
!
1-Contacts
2-Corporate
3-* Contact: Combat Mage           16|5000|
3-* Contact: Company Man           16|5000|
3-* Contact: Corporate Decker      16|5000|
3-* Contact: Corporate Hitman      16|5000|
3-* Contact: Corporate Official    16|5000|
3-* Contact: Corporate Rigger      16|5000|
3-* Contact: Corporate Scientist   16|5000|
3-* Contact: Corporate Secretary   16|5000|
3-* Contact: Corporate Wage Slave  16|5000|
3-* Contact: Cyber Assassin        16|5000|
3-* Contact: Cyber Logician        16|5000|
3-* Contact: Firefighter           16|5000|
3-* Contact: Mr. Johnson           16|5000|
2-Criminal
3-* Contact: Elf Poser-Gang Member 16|5000|
3-* Contact: Elven Hitman          16|5000|
3-* Contact: Gang Boss             16|5000|
3-* Contact: Gang Member           16|5000|
3-* Contact: Mafia Don             16|5000|
3-* Contact: Mafia Soldier         16|5000|
3-* Contact: Ogre Enforcer         16|5000|
3-* Contact: Snitch                16|5000|
3-* Contact: Yakuza Boss           16|5000|
2-Government/Military/Mercenary
3-* Contact: City Official         16|5000|
3-* Contact: Dwarf Mercenary       16|5000|
3-* Contact: Government Agent      16|5000|
3-* Contact: Government Official   16|5000|
3-* Contact: Mercenary             16|5000|
3-* Contact: MET-2000-Offizierin   16|5000|
3-* Contact: Metroplex Guardsman   16|5000|
3-* Contact: Peace Force Bordergrd 16|5000|
3-* Contact: Ork Mercenary         16|5000|
3-* Contact: Special Forces Troopr 16|5000|
2-Magical
3-* Contact: Burned-Out Mage       16|5000|
3-* Contact: Dwarf Fortuneteller   16|5000|
3-* Contact: Elf Mage              16|5000|
3-* Contact: Elf Magic Cult Priest 16|5000|
3-* Contact: Immigrant Str. Priest 16|5000|
3-* Contact: Magiedoktor           16|5000|
3-* Contact: Magieprofessor        16|5000|
3-* Contact: Magiestudent          16|5000|
3-* Contact: Ork Hermetic Mage     16|5000|
3-* Contact: Ork Shaman            16|5000|
3-* Contact: Shaman                16|5000|
3-* Contact: Stadthexe             16|5000|
3-* Contact: Street Mage           16|5000|
3-* Contact: Street Shaman         16|5000|
3-* Contact: Talismonger           16|5000|
3-* Contact: Weise Frau            16|5000|
3-* Contact: Wiz Kid Mage          16|5000|
2-Media/Entertainment
3-* Contact: Bartender             16|5000|
3-* Contact: Club Habitue          16|5000|
3-* Contact: Club Owner            16|5000|
3-* Contact: Fan                   16|5000|
3-* Contact: Media Producer        16|5000|
3-* Contact: Media Entrepeneur     16|5000|
3-* Contact: Newsman               16|5000|
3-* Contact: Reporter              16|5000|
3-* Contact: Rocker                16|5000|
3-* Contact: Sasquatch Entertainer 16|5000|
3-* Contact: Simsense Star         16|5000|
3-* Contact: Talentsucher          16|5000|
3-* Contact: Troll Bouncer         16|5000|
2-Police/Security
3-* Contact: Corp. Security Guard  16|5000|
3-* Contact: Exec Protection Adept 16|5000|
3-* Contact: Exec Prot. Decker     16|5000|
3-* Contact: Exec Protection Mage  16|5000|
3-* Contact: Exec Prot. Rigger     16|5000|
3-* Contact: Exec Prot. Specialist 16|5000|
3-* Contact: Freelance Exec Prot.  16|5000|
3-* Contact: Freelance Magic Sec.  16|5000|
3-* Contact: Freelance Sec. Decker 16|5000|
3-* Contact: Investigator          16|5000|
3-* Contact: Magical Sec. Engineer 16|5000|
3-* Contact: Magical Sec. Special. 16|5000|
3-* Contact: Personnel Sec. Spec.  16|5000|
3-* Contact: Plain Clothes Cop     16|5000|
3-* Contact: Security Commander    16|5000|
3-* Contact: Security Decker       16|5000|
3-* Contact: Sec. Design Engineer  16|5000|
3-* Contact: Security Executive    16|5000|
3-* Contact: Security Guard        16|5000|
3-* Contact: Security Mage         16|5000|
3-* Contact: Security Officer      16|5000|
3-* Contact: Security Rigger       16|5000|
3-* Contact: Sec.: Animal Handler  16|5000|
3-* Contact: Sec.: Fast Response   16|5000|
3-* Contact: Street Cop            16|5000|
2-Street
3-* Contact: Bladeboy              16|5000|
3-* Contact: Combat Decker         16|5000|
3-* Contact: Corp Hunter           16|5000|
3-* Contact: Cyber Ninja           16|5000|
3-* Contact: Cyber Runner          16|5000|
3-* Contact: Cyberzombie           16|5000|
3-* Contact: Decker                16|5000|
3-* Contact: Dwarf Street Samurai  16|5000|
3-* Contact: Elven Decker          16|5000|
3-* Contact: Elven Street Samurai  16|5000|
3-* Contact: Ex-Journalist         16|5000|
3-* Contact: Former Company Man    16|5000|
3-* Contact: Former Corp. Decker   16|5000|
3-* Contact: Former Corporate Spy  16|5000|
3-* Contact: Former DocWagoneer    16|5000|
3-* Contact: Former Espionage Agnt 16|5000|
3-* Contact: Former Mage Detective 16|5000|
3-* Contact: Former Milit. Officer 16|5000|
3-* Contact: Former Simsense Star  16|5000|
3-* Contact: Former Tribal Warrior 16|5000|
3-* Contact: Former Troll Bnty Hnt 16|5000|
3-* Contact: Former Wage Mage      16|5000|
3-* Contact: Ninja                 16|5000|
3-* Contact: Ork Street Samurai    16|5000|
3-* Contact: Rigger                16|5000|
3-* Contact: Six-Million Nuyen Sam 16|5000|
3-* Contact: Squatter              16|5000|
3-* Contact: Street Kid            16|5000|
3-* Contact: Street Operator       16|5000|
3-* Contact: Street Rigger         16|5000|
3-* Contact: Street Samurai        16|5000|
3-* Contact: Street Slick/Homeboy  16|5000|
3-* Contact: Subway-Jockey         16|5000|
